village_code,village_name,subdistrict_code,num_households,centre_lat,centre_long,ne_lat, ne_long,sw_lat,sw_long
147328,Khera Bujurg,836,973.0,26.9157394,78.8892146,26.93434,78.9075501,26.90676,78.8730499
147329,Phulrai,836,394.0,26.9228842,78.8694038,26.9351501,78.87678,26.91436,78.85726
147334,Dholpura,836,434.0,27.1758936,78.3600448,27.1815891,78.367994,27.1693691,78.3552171
143684,Harikansh Garhi,822,148.0,26.719054,80.9663841,26.7264898,80.9718401,26.7127801,80.96098
147337,Kursena,836,779.0,26.895174,78.8863847,26.9097099,78.89512,26.8845301,78.87497
147339,Tijora,836,606.0,26.9223742,78.7901203,26.9389601,78.8060499,26.90989,78.78027
147340,Beebamau,836,319.0,26.9353528,78.807115,26.94457,78.8200799,26.92779,78.7946301
147343,Doduya Gopalpur,836,331.0,26.9246374,78.8184432,26.9294299,78.83672,26.90498,78.7977
147344,Balrai,836,371.0,26.9208482,78.830124,26.9220556803,78.8319468,26.9193577197,78.8287603
143683,Khujauli,822,892.0,26.7102108,81.0340601,26.7248,81.05029,26.6942399,81.0145699
147351,Rajpurtameri,836,133.0,26.8886818,78.8594969,26.8944,78.86945,26.8833701,78.85262
147352,Tameri,836,146.0,26.8995808,78.8640966,26.9011183,78.8656569,26.8979991,78.8623309
147353,Tamera,836,106.0,26.8884645,78.8750644,26.89537,78.8816099,26.87904,78.86617
147354,Bahoripur,836,124.0,25.3883949,82.923936,25.39241,82.9310501,25.38641,82.9189601
147358,Jugora,836,140.0,26.8719198,78.8679886,26.87714,78.8722301,26.86458,78.8608
143685,Dalauna,822,199.0,26.7300723,80.9788187,26.7371801,80.9925301,26.72159,80.9698699
147360,Kokawali,836,505.0,26.8640841,78.8425112,26.8714401,78.85709,26.8567,78.82164
147361,Peharpur,836,219.0,26.8562559,78.835433,26.8648899,78.84687,26.84803,78.8247101
147362,Piprendi,836,199.0,26.8723688,78.8736493,26.8808,78.8793899,26.86372,78.86944
147364,Ludhpura Jaswant Nagar,836,103.0,26.8647724,78.8969963,26.8686,78.90183,26.8623399,78.8922999
147365,Sirhaul,836,372.0,26.8553821,78.8977037,26.8647699,78.9033699,26.84858,78.88476
147366,Nagariya Jasohan,836,118.0,26.8614165,78.8821398,26.86858,78.8893201,26.85729,78.87805
147368,Sirsa Bibamau,836,353.0,26.8455311,78.8467579,26.85791,78.86472,26.83468,78.8261
147371,Mohabbatpur Jasohan,836,249.0,26.8446493,78.8906295,26.8532801,78.8984,26.8369699,78.88361
147372,Sakhaua,836,222.0,26.8327985,78.8877997,26.8395799,78.89502,26.82694,78.88242
147374,Ajnora,836,353.0,26.9023306,78.9033627,26.9157001,78.9166599,26.89296,78.89777
147375,Bhavalpur,836,187.0,26.8918235,78.8991185,26.89699,78.9091001,26.88313,78.8912999
147376,Alampur Nariya,836,356.0,26.8916012,78.9146798,26.9018799,78.9239,26.88635,78.9049799
147377,Parsauwa,836,335.0,26.9025551,78.9245811,26.9111199,78.93416,26.89351,78.9173899
147378,Niloi,836,863.0,26.8804229,78.9203378,26.89656,78.9323699,26.8750599,78.90719
147379,Bhaishan,836,312.0,26.4224203,83.8519408,26.4273199,83.8558899,26.41867,83.8465001
147380,Utrai,836,100.0,26.8891399,78.9387241,26.89265,78.94527,26.88324,78.9313399
147382,Mahlai,836,599.0,26.881316,78.9316528,26.8875301,78.9419599,26.8683699,78.92413
147383,Mohabbatpurnagla Bhagat,836,350.0,26.8692435,78.9259955,26.8777301,78.93362,26.86403,78.91952
147384,Jari Khera,836,111.0,26.8656643,78.9358957,26.87394,78.9441099,26.86066,78.9292601
147386,Kailokhar,836,431.0,26.8661037,78.9599347,26.87997,78.96732,26.85746,78.9472701
147388,Malajani,836,1154.0,26.8513531,78.9387241,26.8578823,78.9458871,26.8456684,78.9313601
147389,Beerampur,836,138.0,26.8573897,78.9415524,26.86387,78.94808,26.8464001,78.93509
147390,Bankati Bujurg,836,252.0,26.8491475,78.9493078,26.85918,78.9595899,26.8427599,78.9447999
147391,Siyapur Etgawan,836,105.0,26.8409529,78.9450878,26.8450501,78.95167,26.83772,78.9410598
147392,Malhoopur,836,177.0,26.8421738,78.9522181,26.84514,78.95683,26.8403896,78.9481599
147393,Needarpur,836,113.0,26.8377043,78.9592278,26.8463601,78.96613,26.83164,78.9532901
147394,Adhiyapur,836,365.0,26.8491063,78.9655901,26.85656,78.9807201,26.8353701,78.9567999
147395,Rajmau,836,462.0,27.9148998,78.5028963,27.9195349,78.5078608,27.9114008,78.4997606
143686,Purseni,822,944.0,26.7056798,80.985726,26.7088441,80.9884966,26.7020564,80.9821236
147397,Balaiyapur,836,311.0,26.8271906,78.9641763,26.8344401,78.9739301,26.8200599,78.9498299
147398,Bhainsrai,836,371.0,26.8325506,78.9768999,26.8430399,78.99187,26.8237,78.96523
147401,Hazaratpur,836,239.0,28.2810511,78.0908651,28.2945201,78.1004201,28.27295,78.0763199
147402,Bichpuri Khera,836,256.0,26.8269435,78.9981021,26.83028,79.0004901,26.81993,78.98975
147403,Jagsaura,836,1034.0,26.8383891,78.9033627,26.8523201,78.9169199,26.82578,78.8927899
147404,Bhatoora,836,322.0,26.8343615,78.9259955,26.84606,78.9409,26.82511,78.9152899
147405,Takpura Sarai Jalal,836,152.0,26.8222819,78.9387241,26.8342499,78.94588,26.8119901,78.92983
143693,Dehwa,822,536.0,26.6709341,80.9677658,26.68222,80.9788001,26.6555,80.95199
147408,Aarazi Sarai Bhopat,836,111.0,26.8178018,78.955693,26.82404,78.96492,26.8114199,78.9423501
147409,Jainpur Nagar,836,321.0,26.8079674,78.9415524,26.8178799,78.95049,26.7992901,78.93176
147410,Sarai Bhopat,836,351.0,26.8075143,78.954279,26.8162399,78.9647801,26.80142,78.9481699
147411,Bihari Bhatpura,836,319.0,26.94927,78.9090214,26.9647199,78.91474,26.93703,78.89935
147414,Nagla Subhan,836,485.0,26.9331784,78.9443807,26.94161,78.95123,26.9255101,78.9371
147415,Larkhore,836,614.0,26.9336264,78.9316528,26.9399401,78.93894,26.9247499,78.9194799
147416,Henwara,836,513.0,26.9126089,78.9599347,26.92914,78.97916,26.89858,78.9440801
147417,Nagala Aniya,836,308.0,26.9050091,78.955693,26.90913,78.9685499,26.89401,78.94455
147418,Banamai,836,243.0,26.8933834,78.955693,26.9016301,78.96664,26.88612,78.9480898
143755,Amba Muratajapur,822,290.0,26.6194934,81.1719936,26.6298101,81.18413,26.6077199,81.1660901
143697,Dhanuwa Sand,822,417.0,26.648802,80.8958843,26.6547499,80.9076299,26.63036,80.8742
143701,Sulsa Mau,822,518.0,26.6086014,80.9069472,26.61868,80.9190001,26.59388,80.89182
